-86.426,0,1.06483
-89.8922,0,1.23966
86.6416,0,1.09368
83.1754,0,1.38097
79.7092,0,1.53502
76.2431,0,1.86982
72.7769,0,2.1206
69.3107,0,2.37661
65.8445,0,2.9725
62.3783,0,3.4734
58.9121,0,15.7684
55.4459,0,56.8953
51.9797,0,79.0327
48.5136,0,82.906
45.0474,0,81.1266
41.5812,0,58.4059
38.115,0,22.5663
34.6488,0,3.80245
31.1826,0,2.99633
27.7164,0,2.26211
24.2502,0,2.11899
20.7841,0,1.86869
17.3179,0,1.64412
13.8517,0,1.35536
10.3855,0,1.26936
6.9193,0,1.20702
3.45311,0,1.01466
-0.013076,0,0.947901
-3.47926,0,0.922043
-6.94545,0,0.811911
-10.4116,0,0.768734
-13.8778,0,0.729921
-17.344,0,0.756102
-20.8102,0,0.679079
-24.2764,0,0.59931
-27.7426,0,0.661813
-31.2088,0,0.633796
-34.675,0,0.597549
-38.1411,0,0.54368
-41.6073,0,0.563033
-45.0735,0,0.593697
-48.5397,0,0.599404
-52.0059,0,0.601495
-55.4721,0,0.578648
-58.9383,0,0.547416
-62.4045,0,0.669878
-65.8706,0,0.679258
89.824,1.33226,0.962351
86.3578,1.33226,1.0376
82.8916,1.33226,1.26322
79.4254,1.33226,1.42482
75.9592,1.33226,1.49628
72.4931,1.33226,1.77377
69.0269,1.33226,1.97648
65.5607,1.33226,2.28972
62.0945,1.33226,2.60201
58.6283,1.33226,3.10111
55.1621,1.33226,4.11028
51.6959,1.33226,37.087
48.2297,1.33226,70.266
44.7636,1.33226,83.1429
41.2974,1.33226,83.773
37.8312,1.33226,78.1206
34.365,1.33226,42.9809
30.8988,1.33226,8.84945
27.4326,1.33226,3.42528
23.9664,1.33226,2.66039
20.5002,1.33226,2.30312
17.0341,1.33226,1.89221
13.5679,1.33226,1.72442
10.1017,1.33226,1.38611
6.63549,1.33226,1.35888
3.1693,1.33226,1.32012
-0.296888,1.33226,1.08813
-3.76308,1.33226,0.995463
-7.22926,1.33226,0.834789
-10.6955,1.33226,0.753384
-14.1616,1.33226,0.759319
-17.6278,1.33226,0.792562
-21.094,1.33226,0.761422
-24.5602,1.33226,0.687403
-28.0264,1.33226,0.750019
-31.4926,1.33226,0.630354
-34.9588,1.33226,0.691148
-38.425,1.33226,0.605829
-41.8911,1.33226,0.623393
-45.3573,1.33226,0.696271
-48.8235,1.33226,0.610908
-52.2897,1.33226,0.700467
